Crop,State,Season,Soil_Type,Weather_Condition,Area,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Yield_Per_Hectare,Total_Yield
Wheat,Maharashtra,Summer,Peaty,Humid,39.94,1928.6,17.4,91.3,366.4,4.75,5939.77,237229.57
Wheat,MP,Rabi,Sandy,Humid,40.38,1619.2,19.1,48.0,414.7,2.88,4911.86,198360.1
Jowar,Karnataka,Rabi,Clay,Cloudy,31.91,1954.8,19.6,93.0,213.9,3.18,1999.68,63807.29
Cotton,AP,Summer,Clay,Cloudy,49.54,2228.3,37.5,60.3,257.9,1.01,2210.62,109513.03
Sugarcane,MP,Rabi,Chalky,Dry,32.52,1388.8,41.7,94.2,102.1,0.74,64939.1,2112131.34
Barley,AP,Winter,Loamy,Humid,43.06,693.9,27.1,93.6,121.1,3.39,3075.23,132404.9
Wheat,MP,Summer,Loamy,Humid,19.08,1849.8,26.9,37.4,204.3,0.45,3352.62,63958.84
Soybean,Punjab,Zaid,Silty,Humid,16.01,2275.6,21.9,34.3,283.5,3.4,2325.04,37232.72
Cotton,Gujarat,Summer,Peaty,Cloudy,14.44,925.2,42.1,37.6,296.6,3.57,1592.08,22994.88
Rice,AP,Winter,Chalky,Rainy,12.63,1880.6,17.7,46.3,460.1,2.83,6059.33,76501.38
Maize,Rajasthan,Winter,Silty,Humid,40.82,2123.2,25.8,50.0,449.9,2.67,5061.33,206611.76
Barley,Karnataka,Summer,Chalky,Dry,14.26,1354.7,32.6,67.3,372.3,3.32,3750.0,53459.12
Cotton,Haryana,Summer,Chalky,Cloudy,13.77,1076.0,25.6,24.5,260.0,4.97,2233.38,30748.38
Groundnut,Haryana,Summer,Loamy,Sunny,35.11,842.4,25.0,61.0,96.1,3.25,2766.73,97132.49
Rice,UP,Summer,Clay,Cloudy,37.61,1741.9,23.3,39.2,258.9,3.69,4494.97,169071.62
Cotton,MP,Rabi,Loamy,Rainy,31.39,1209.9,29.6,92.0,379.7,0.64,2218.5,69637.3
Jowar,UP,Rabi,Peaty,Cloudy,37.5,1390.9,34.7,58.4,62.9,0.42,1369.74,51371.51
Bajra,Haryana,Summer,Sandy,Humid,12.7,1366.9,19.3,71.9,201.2,1.38,2075.87,26353.92
Cotton,AP,Winter,Chalky,Cloudy,9.98,2369.8,27.0,59.6,105.2,2.75,2407.0,24031.38
Bajra,UP,Zaid,Clay,Rainy,43.11,2245.2,24.1,69.6,175.6,3.84,2680.28,115534.95
Groundnut,Punjab,Winter,Chalky,Dry,36.22,1621.5,17.7,28.5,98.8,3.65,2432.04,88093.67
Groundnut,MP,Zaid,Clay,Cloudy,13.18,2161.4,38.0,45.5,50.9,2.82,2675.22,35270.16
Bajra,Punjab,Summer,Peaty,Dry,2.73,1086.8,25.3,81.3,485.2,2.36,2450.5,6696.95
Rice,Maharashtra,Rabi,Loamy,Rainy,40.65,378.2,36.4,60.2,57.4,1.33,2768.1,112522.76
Jowar,Haryana,Summer,Peaty,Cloudy,22.52,1869.2,25.0,91.5,80.9,3.24,1954.22,44017.56
Sugarcane,MP,Rabi,Clay,Rainy,16.78,1724.5,44.9,21.9,454.9,0.12,73559.06,1234218.18
Rice,Haryana,Summer,Sandy,Sunny,15.1,507.4,38.2,36.3,150.7,1.45,2855.99,43122.08
Maize,Punjab,Winter,Clay,Dry,16.11,815.1,43.5,33.9,368.2,0.31,2582.0,41589.86
Soybean,Gujarat,Winter,Peaty,Humid,22.83,2191.5,17.7,81.7,121.8,1.74,2135.42,48758.28
Bajra,UP,Zaid,Peaty,Sunny,8.01,1095.3,41.5,26.9,294.3,0.54,1415.49,11336.2
Wheat,Bihar,Winter,Sandy,Rainy,25.85,2110.7,27.8,51.7,164.0,4.11,4772.65,123362.89
Groundnut,Bihar,Zaid,Loamy,Dry,31.2,2407.3,22.6,25.3,271.6,0.52,2921.5,91154.96
Jowar,Gujarat,Summer,Sandy,Sunny,25.48,1250.2,20.2,69.6,256.9,1.92,1763.92,44952.72
Rice,MP,Kharif,Sandy,Sunny,15.99,1828.1,36.7,44.9,351.1,1.37,4518.1,72239.79
Barley,Rajasthan,Winter,Peaty,Dry,0.95,1952.9,31.8,87.6,64.0,1.43,2945.3,2810.29
Barley,MP,Kharif,Loamy,Rainy,19.55,2000.3,19.8,93.2,191.8,2.2,4060.35,79386.14
Wheat,MP,Kharif,Peaty,Rainy,39.75,414.6,28.1,21.7,206.1,3.53,2809.38,111680.18
Maize,UP,Winter,Silty,Sunny,30.75,1732.4,35.1,36.5,317.9,4.54,3675.88,113042.78
Barley,Karnataka,Rabi,Peaty,Dry,47.05,414.1,24.2,54.7,274.1,2.76,2889.72,135973.08
Rice,Haryana,Summer,Peaty,Humid,29.1,461.7,29.3,46.7,271.0,4.62,4138.06,120426.41
Maize,Karnataka,Summer,Clay,Rainy,12.86,1269.7,31.9,95.0,339.9,3.5,4339.78,55825.0
Bajra,AP,Zaid,Loamy,Rainy,25.0,2487.8,28.7,25.1,357.2,0.33,2222.65,55564.37
Bajra,Rajasthan,Rabi,Clay,Cloudy,27.99,209.8,30.6,49.7,183.4,3.88,1432.96,40111.41
Soybean,MP,Rabi,Peaty,Cloudy,45.48,2299.0,18.4,54.2,50.1,2.58,2548.0,115894.94
Groundnut,Karnataka,Rabi,Sandy,Dry,26.2,509.3,30.5,23.7,446.7,1.78,2967.32,77744.69
Barley,MP,Winter,Loamy,Dry,27.05,1307.6,30.0,38.6,358.3,3.55,4102.89,110984.77
Barley,AP,Summer,Loamy,Rainy,16.4,768.0,27.3,69.5,149.9,4.83,3153.23,51701.51
Groundnut,Haryana,Rabi,Clay,Dry,40.61,1796.6,41.0,80.2,341.3,4.25,3748.48,152241.01
Wheat,UP,Winter,Loamy,Sunny,8.26,2188.4,24.3,44.5,83.3,4.44,3599.45,29742.64
Rice,Haryana,Summer,Sandy,Dry,14.76,221.2,21.9,51.5,104.6,0.61,3016.09,44528.86
Barley,MP,Summer,Sandy,Cloudy,31.11,498.0,15.1,89.9,299.7,4.64,3666.25,114049.1
Soybean,Maharashtra,Summer,Chalky,Humid,28.51,2328.3,15.8,73.1,198.6,0.98,2872.7,81893.58
Sugarcane,Maharashtra,Summer,Clay,Dry,20.74,930.4,19.5,20.3,486.6,4.72,142238.64,2949483.95
Wheat,AP,Summer,Chalky,Sunny,36.88,782.7,21.8,24.5,92.3,3.32,3056.76,112734.05
Cotton,Haryana,Zaid,Peaty,Sunny,14.0,1713.6,25.9,72.7,357.2,0.55,2280.82,31931.08
Rice,Punjab,Rabi,Loamy,Rainy,5.41,2161.5,30.2,77.5,146.9,4.16,5475.65,29641.74
Soybean,AP,Summer,Sandy,Humid,8.89,357.6,41.9,35.0,188.5,1.5,1572.35,13975.97
Cotton,MP,Zaid,Silty,Humid,38.67,1194.4,42.8,57.7,206.5,4.86,1513.02,58511.14
Groundnut,AP,Summer,Silty,Cloudy,19.49,1440.6,26.4,47.0,258.8,1.45,2775.08,54097.09
Soybean,Haryana,Summer,Peaty,Cloudy,34.08,2129.9,36.6,87.3,117.7,2.0,1876.54,63943.58
Maize,MP,Rabi,Chalky,Dry,15.6,1621.2,23.3,23.8,460.5,4.43,4699.05,73292.44
Wheat,Punjab,Summer,Clay,Cloudy,16.99,224.1,44.4,57.0,472.3,2.79,4024.29,68369.8
Bajra,Haryana,Zaid,Clay,Rainy,33.89,363.2,32.9,36.5,186.8,0.74,1515.66,51369.47
Jowar,Gujarat,Summer,Silty,Cloudy,3.9,2021.8,37.1,87.6,156.4,2.34,1763.71,6885.8
Cotton,Bihar,Winter,Silty,Cloudy,19.54,1128.5,33.3,76.5,380.6,0.2,1699.06,33194.31
Sugarcane,Maharashtra,Kharif,Peaty,Cloudy,28.3,1883.0,39.9,68.5,303.8,1.93,117602.41,3328422.71
Cotton,Maharashtra,Summer,Chalky,Humid,26.56,324.8,31.5,73.9,104.8,3.5,1287.69,34204.55
Soybean,Maharashtra,Zaid,Sandy,Cloudy,43.64,1023.2,33.8,31.9,142.8,4.96,1876.27,81887.92
Maize,Haryana,Summer,Clay,Humid,30.11,1935.0,36.4,85.5,477.2,0.26,4158.32,125193.76
Groundnut,UP,Summer,Silty,Dry,11.42,1691.7,15.8,83.6,478.0,3.34,4585.44,52385.03
Groundnut,Bihar,Kharif,Chalky,Sunny,35.95,1193.1,41.7,43.4,69.1,3.28,2108.61,75802.0
Jowar,Gujarat,Kharif,Silty,Dry,7.7,2304.6,41.5,22.4,388.3,3.31,2068.1,15927.28
Soybean,Maharashtra,Winter,Loamy,Dry,21.12,951.1,23.6,86.1,122.8,0.99,2317.36,48939.05
Barley,MP,Kharif,Silty,Sunny,40.42,2278.4,38.7,37.6,491.0,1.88,4157.71,168071.67
Sugarcane,Bihar,Kharif,Chalky,Cloudy,13.46,1794.2,27.0,51.1,176.4,3.16,85367.91,1148896.99
Soybean,Rajasthan,Summer,Silty,Rainy,29.98,2097.3,31.4,36.5,201.9,1.97,2384.86,71486.19
Bajra,AP,Summer,Peaty,Cloudy,4.73,1667.4,23.5,85.0,211.0,2.52,2402.1,11372.31
Rice,AP,Kharif,Clay,Humid,25.44,2080.3,26.4,30.0,244.3,3.04,5524.31,140533.57
Sugarcane,Haryana,Summer,Sandy,Cloudy,11.13,1557.9,42.5,82.6,132.0,3.85,84040.67,935505.46
Wheat,Maharashtra,Kharif,Silty,Humid,16.48,402.8,16.7,83.9,378.7,3.52,3692.23,60853.73
Rice,Maharashtra,Summer,Clay,Dry,11.45,547.9,19.3,54.8,160.9,2.61,3063.11,35075.23
Wheat,Maharashtra,Kharif,Sandy,Dry,14.69,1888.5,32.7,21.0,455.7,2.77,5244.15,77028.83
Wheat,AP,Zaid,Clay,Humid,39.51,491.0,33.3,94.7,318.0,3.95,2962.94,117075.2
Jowar,AP,Summer,Sandy,Cloudy,11.94,1693.7,22.3,54.6,265.4,0.97,1908.53,22784.74
Wheat,MP,Summer,Peaty,Dry,21.42,853.7,42.1,33.9,356.6,4.63,4263.19,91297.96
Wheat,Maharashtra,Winter,Loamy,Humid,38.75,2168.2,38.5,82.6,174.5,2.38,4370.5,169363.34
Rice,Rajasthan,Summer,Loamy,Rainy,22.45,262.5,36.3,86.4,281.3,2.95,3852.82,86488.33
Soybean,Gujarat,Summer,Sandy,Humid,11.53,2046.1,41.8,57.0,210.6,4.06,2358.0,27184.53
Bajra,Rajasthan,Summer,Chalky,Sunny,1.71,777.9,17.7,45.2,397.8,3.61,2176.37,3718.34
Groundnut,Punjab,Rabi,Silty,Sunny,44.31,1118.3,27.0,50.4,94.1,4.88,2589.4,114736.83
Jowar,Gujarat,Winter,Chalky,Sunny,36.57,2418.7,38.5,42.4,338.6,3.39,2000.23,73139.72
Cotton,Maharashtra,Zaid,Silty,Rainy,48.61,611.2,30.3,38.0,469.6,4.91,2066.89,100464.05
Sugarcane,Bihar,Winter,Sandy,Rainy,21.23,1710.0,20.0,52.6,334.2,1.99,112771.24,2394595.61
Bajra,Gujarat,Rabi,Clay,Dry,35.67,923.4,18.6,43.3,245.4,1.35,2009.63,71679.57
Rice,Bihar,Summer,Chalky,Dry,44.81,1776.3,27.4,47.1,382.1,3.73,6852.84,307073.64
Sugarcane,Maharashtra,Zaid,Chalky,Sunny,27.82,2018.1,21.4,45.8,443.6,0.35,77430.8,2153974.44
Groundnut,Bihar,Winter,Loamy,Cloudy,46.34,1514.9,18.1,34.5,499.5,1.06,3860.78,178922.49
Groundnut,AP,Rabi,Sandy,Humid,37.88,1573.0,15.3,86.0,250.1,4.66,3985.29,150966.28
Soybean,Haryana,Zaid,Loamy,Humid,17.89,472.9,19.4,33.9,197.7,4.47,1961.59,35097.31
Cotton,Karnataka,Zaid,Sandy,Rainy,29.76,1308.3,44.3,83.5,254.7,3.9,1928.31,57385.31
Bajra,Bihar,Kharif,Sandy,Humid,36.09,1327.2,37.5,58.6,88.9,3.7,1516.55,54726.21
Barley,Haryana,Winter,Silty,Humid,8.21,577.7,17.1,44.0,263.1,4.99,3665.48,30092.17
Groundnut,Punjab,Winter,Silty,Dry,44.87,1078.4,35.7,64.9,73.8,0.48,1919.15,86112.56
Wheat,Haryana,Kharif,Peaty,Dry,45.97,1163.8,21.7,32.2,255.7,4.02,4299.44,197636.0
Barley,Maharashtra,Summer,Chalky,Rainy,32.8,1155.9,18.0,88.3,278.5,2.09,2828.49,92772.35
Bajra,Gujarat,Rabi,Peaty,Sunny,16.18,902.0,18.1,85.8,217.3,2.91,1951.57,31567.25
Cotton,UP,Kharif,Sandy,Cloudy,49.54,1608.4,26.0,39.3,67.9,3.56,1983.03,98239.66
Barley,AP,Winter,Silty,Dry,39.07,1325.8,41.5,64.3,158.3,2.88,3016.55,117855.13
Sugarcane,Karnataka,Kharif,Peaty,Dry,2.81,915.6,21.7,28.8,119.4,4.19,68885.18,193908.0
Rice,UP,Rabi,Peaty,Humid,41.86,1075.5,16.9,24.9,69.2,2.1,2983.63,124899.47
Barley,Karnataka,Rabi,Peaty,Cloudy,17.17,1624.0,44.3,52.0,226.3,2.37,3147.31,54031.44
Cotton,Haryana,Winter,Peaty,Humid,23.14,2475.9,37.5,52.3,255.8,2.55,2097.83,48552.63
Sugarcane,MP,Zaid,Silty,Dry,48.24,596.8,22.3,54.8,408.8,3.68,118645.82,5723428.99
Jowar,Maharashtra,Winter,Clay,Cloudy,26.66,1791.4,36.3,48.3,236.1,1.93,1359.53,36247.24
Barley,Maharashtra,Rabi,Silty,Rainy,42.47,385.6,44.5,46.9,197.9,0.55,2423.66,102930.89
Sugarcane,MP,Kharif,Clay,Humid,26.32,1692.2,24.5,73.6,488.8,4.5,126780.97,3336406.13
Soybean,AP,Winter,Sandy,Rainy,45.6,941.6,27.8,82.1,125.1,4.27,1992.71,90858.63
Wheat,Bihar,Zaid,Sandy,Dry,30.58,1242.4,32.2,35.2,360.1,1.02,4787.18,146382.76
Barley,Bihar,Summer,Loamy,Sunny,8.23,1407.0,32.9,67.4,385.6,1.55,3986.04,32811.95
Maize,Rajasthan,Winter,Loamy,Dry,37.48,1366.1,22.1,61.7,209.4,4.2,3779.16,141629.96
Groundnut,Maharashtra,Winter,Chalky,Rainy,27.28,928.0,38.3,89.8,211.5,4.05,2704.25,73780.13
Rice,Maharashtra,Kharif,Silty,Sunny,23.64,1746.6,22.8,44.4,469.4,3.42,5883.06,139056.84
Cotton,Gujarat,Winter,Loamy,Cloudy,25.79,1092.0,19.8,86.6,495.8,2.89,2681.02,69140.42
Rice,Haryana,Summer,Chalky,Humid,22.08,2382.5,25.7,77.0,312.4,0.37,5469.3,120788.37
Sugarcane,Bihar,Summer,Sandy,Rainy,36.82,2347.2,21.3,94.6,398.1,3.66,129514.07,4768109.74
Wheat,MP,Winter,Clay,Cloudy,42.12,1182.1,28.5,83.6,329.6,0.98,4332.0,182469.53
Sugarcane,Haryana,Kharif,Loamy,Cloudy,36.68,597.6,33.1,59.7,492.1,3.76,118919.04,4361613.08
Wheat,MP,Winter,Loamy,Cloudy,40.14,2107.6,41.8,34.0,106.0,2.57,3751.95,150595.19
Rice,AP,Zaid,Loamy,Rainy,3.58,401.6,28.0,44.1,368.0,4.36,3894.68,13943.03
Barley,UP,Zaid,Peaty,Cloudy,13.34,397.8,23.2,26.9,278.7,2.25,2698.08,35988.7
Rice,AP,Rabi,Clay,Cloudy,46.05,1131.4,32.7,86.4,231.0,4.12,4620.34,212764.56
Sugarcane,Bihar,Zaid,Clay,Rainy,40.51,2271.6,35.5,27.9,285.3,2.91,89576.55,3628429.69
Cotton,MP,Summer,Clay,Dry,11.96,1970.0,19.1,53.0,366.1,0.76,2072.31,24774.81
Bajra,Punjab,Zaid,Clay,Sunny,38.76,2217.6,27.4,57.7,284.9,1.05,2580.01,99990.5
Sugarcane,Bihar,Zaid,Sandy,Cloudy,13.78,504.9,42.6,47.2,188.0,4.3,70044.69,965176.02
Barley,UP,Zaid,Chalky,Sunny,46.45,2272.8,17.1,40.1,119.5,2.72,3066.32,142422.64
Wheat,MP,Kharif,Chalky,Humid,39.59,744.3,43.5,63.1,391.7,0.54,3721.66,147353.26
Groundnut,Karnataka,Winter,Clay,Sunny,8.34,2450.9,30.7,23.5,498.7,3.75,3997.5,33347.74
Soybean,Karnataka,Zaid,Clay,Sunny,6.27,1832.0,21.9,51.1,64.8,0.77,2108.96,13221.22
Groundnut,Karnataka,Kharif,Chalky,Cloudy,30.15,755.9,24.8,44.0,196.9,3.4,2023.96,61030.46
Jowar,Gujarat,Kharif,Sandy,Cloudy,39.38,458.7,36.7,48.9,83.0,4.08,1371.27,53999.89
Maize,Karnataka,Summer,Peaty,Sunny,35.61,865.3,16.9,84.4,191.2,1.06,3323.79,118374.04
Sugarcane,Punjab,Summer,Silty,Rainy,37.33,2421.4,21.9,30.8,460.8,3.38,132764.42,4956358.89
Sugarcane,Haryana,Rabi,Loamy,Humid,47.52,979.1,36.4,62.8,98.4,2.85,77113.05,3664578.46
Soybean,Bihar,Winter,Loamy,Cloudy,8.68,1153.8,38.6,51.0,363.4,2.59,2363.77,20515.84
Sugarcane,AP,Rabi,Peaty,Dry,18.79,1498.0,43.3,91.1,81.5,3.11,76823.57,1443186.64
Bajra,Punjab,Zaid,Clay,Sunny,10.05,2283.3,16.6,43.1,179.7,3.17,2152.04,21624.22
Wheat,Rajasthan,Kharif,Sandy,Humid,41.32,2469.9,24.0,28.9,379.2,4.9,6084.42,251399.09
Barley,MP,Zaid,Loamy,Rainy,20.77,2287.8,19.0,86.9,226.5,2.84,3773.88,78388.33
Rice,UP,Kharif,Silty,Dry,2.97,2113.3,24.3,24.7,83.7,1.33,4370.13,12968.02
Groundnut,Punjab,Summer,Chalky,Sunny,24.9,1782.5,34.6,65.1,466.2,1.22,3211.49,79958.13
Rice,Rajasthan,Rabi,Loamy,Dry,12.56,1089.6,44.2,84.7,57.0,4.9,4133.04,51892.55
Bajra,Punjab,Zaid,Peaty,Dry,26.51,1475.8,26.9,54.8,143.8,3.08,1863.03,49397.12
Soybean,Haryana,Kharif,Chalky,Rainy,29.66,1542.3,16.1,36.8,457.5,2.77,2185.56,64831.2
Cotton,Bihar,Winter,Silty,Rainy,15.81,1422.5,19.3,81.9,381.2,2.7,2010.03,31768.54
Sugarcane,Bihar,Rabi,Loamy,Rainy,39.96,2392.1,16.8,49.4,269.4,0.82,94602.23,3779965.98
Rice,AP,Summer,Loamy,Cloudy,30.37,406.9,24.3,52.0,236.3,3.91,4462.58,135542.89
Wheat,Maharashtra,Rabi,Peaty,Humid,12.37,2183.4,33.7,81.3,343.2,2.18,5382.79,66596.78
Sugarcane,Bihar,Rabi,Clay,Cloudy,1.21,471.8,41.3,82.7,182.8,1.5,64861.99,78367.6
Bajra,AP,Rabi,Sandy,Dry,26.52,737.1,39.2,49.0,425.2,1.97,1796.76,47658.19
Cotton,Karnataka,Winter,Clay,Dry,47.44,1519.3,30.2,83.0,439.6,2.66,2785.42,132129.93
Groundnut,Rajasthan,Rabi,Peaty,Cloudy,26.85,398.6,21.9,77.5,347.7,0.92,2302.29,61813.47
Sugarcane,Gujarat,Zaid,Loamy,Dry,30.55,1287.4,23.3,50.3,412.9,3.83,111568.51,3408027.61
Jowar,Maharashtra,Winter,Clay,Humid,41.94,1767.0,33.2,47.5,150.8,3.37,1762.54,73920.97
Sugarcane,Gujarat,Kharif,Peaty,Humid,44.92,1628.7,29.4,94.3,251.2,4.59,124567.45,5596192.61
Cotton,AP,Rabi,Sandy,Dry,19.52,513.3,25.7,86.7,388.7,1.46,2273.66,44391.57
Jowar,UP,Rabi,Silty,Humid,9.95,1397.3,25.7,41.8,197.6,2.25,1511.0,15038.95
Groundnut,Haryana,Rabi,Loamy,Dry,17.77,1943.7,16.0,61.3,486.3,4.91,3993.73,70949.1
Groundnut,Haryana,Kharif,Sandy,Sunny,0.7,2364.0,39.9,25.8,319.7,1.24,2406.12,1693.74
Soybean,AP,Kharif,Sandy,Dry,41.41,1173.1,22.6,93.8,186.7,1.69,2275.43,94229.51
Maize,Bihar,Zaid,Peaty,Sunny,22.22,1193.4,31.7,63.6,435.3,1.61,4021.58,89344.32
Soybean,MP,Summer,Sandy,Humid,5.46,295.4,23.0,33.4,342.4,4.25,2377.45,12971.64
Maize,Gujarat,Summer,Peaty,Humid,2.31,1203.1,18.5,51.3,427.5,3.15,3459.71,7999.47
Sugarcane,Gujarat,Rabi,Sandy,Sunny,39.29,654.1,31.8,28.5,212.6,3.33,84132.85,3305459.45
Cotton,Gujarat,Zaid,Silty,Cloudy,39.8,2380.8,41.7,44.1,232.7,4.06,1842.83,73344.39
Bajra,Punjab,Zaid,Silty,Cloudy,2.58,359.7,15.2,88.5,233.8,2.4,1779.54,4591.07
Bajra,Haryana,Rabi,Silty,Humid,31.11,1362.8,24.7,35.4,398.5,4.02,2862.8,89051.99
Barley,Haryana,Kharif,Clay,Humid,46.13,2177.0,44.1,68.8,354.1,3.16,3487.51,160892.16
Sugarcane,Gujarat,Rabi,Peaty,Sunny,6.86,1026.8,16.9,93.5,103.3,1.37,77091.38,528508.5
Bajra,MP,Winter,Peaty,Sunny,19.52,466.5,21.0,23.9,247.2,4.05,2110.52,41196.09
Bajra,AP,Rabi,Loamy,Dry,4.85,2173.2,29.5,82.8,193.1,1.76,2692.27,13054.5
Sugarcane,AP,Summer,Peaty,Rainy,3.91,2017.3,38.5,29.8,347.9,2.32,99476.11,388690.43
Jowar,UP,Kharif,Silty,Rainy,48.69,384.4,26.6,68.7,446.0,1.35,1924.1,93688.67
Sugarcane,Bihar,Winter,Clay,Humid,43.76,1923.4,40.7,32.1,361.6,4.88,92966.97,4068050.58
Jowar,Gujarat,Zaid,Peaty,Sunny,46.87,1340.9,22.4,63.7,239.0,1.11,1853.37,86862.94
Wheat,Gujarat,Zaid,Chalky,Sunny,1.38,1923.8,34.2,24.7,484.1,0.21,5191.92,7169.24
Maize,AP,Kharif,Loamy,Rainy,2.72,1492.5,27.3,78.0,231.7,3.45,4362.08,11868.97
Bajra,Gujarat,Rabi,Clay,Humid,39.8,1603.9,32.2,71.0,202.8,1.87,2302.48,91642.03
Rice,AP,Zaid,Chalky,Humid,34.37,302.3,28.8,53.3,256.9,4.9,3786.83,130138.73
Maize,Gujarat,Kharif,Sandy,Cloudy,8.29,1956.2,17.1,56.2,383.9,1.04,3921.63,32510.62
Jowar,Rajasthan,Winter,Chalky,Cloudy,24.99,2421.2,44.1,83.8,192.0,4.82,2172.48,54300.23
Jowar,Gujarat,Zaid,Sandy,Cloudy,1.32,536.2,39.9,68.4,213.9,2.55,1438.65,1895.96
Rice,MP,Kharif,Silty,Sunny,48.93,1205.9,29.2,57.4,447.8,3.06,5926.83,289986.78
Cotton,Punjab,Rabi,Sandy,Dry,46.58,2383.0,43.5,90.8,416.9,3.45,2670.56,124403.13
Jowar,Bihar,Summer,Silty,Sunny,28.01,2214.8,39.9,24.3,445.5,0.57,2144.68,60065.96
Barley,AP,Zaid,Sandy,Dry,15.29,223.4,35.9,66.5,340.2,1.93,2951.12,45109.99
Soybean,Punjab,Winter,Chalky,Rainy,37.78,2436.3,20.7,29.2,112.5,1.01,2017.36,76220.15
Soybean,Karnataka,Kharif,Chalky,Sunny,31.38,1066.6,17.3,50.1,317.3,1.51,2160.13,67781.56
Bajra,Bihar,Kharif,Clay,Cloudy,12.62,759.3,32.2,55.3,350.3,4.79,2252.06,28425.41
Sugarcane,MP,Zaid,Silty,Dry,16.15,2109.5,31.4,44.9,476.3,4.24,112487.91,1816771.28
Soybean,UP,Winter,Peaty,Sunny,8.17,1006.2,38.8,26.4,320.2,0.76,1719.64,14043.25
Groundnut,Karnataka,Kharif,Loamy,Cloudy,27.32,2392.8,24.4,43.2,267.2,2.63,3201.26,87450.34
Soybean,Bihar,Winter,Sandy,Cloudy,25.36,2387.5,30.2,55.4,252.1,1.74,3309.37,83935.08
Cotton,AP,Kharif,Peaty,Humid,16.4,234.9,36.9,73.3,344.5,4.4,1810.8,29700.65
Groundnut,Punjab,Kharif,Sandy,Sunny,28.22,872.0,37.3,57.9,123.0,2.93,2419.48,68270.58
Rice,Rajasthan,Summer,Silty,Sunny,19.17,400.1,29.1,76.4,212.1,1.25,3325.62,63737.53
Groundnut,MP,Rabi,Chalky,Humid,49.21,619.4,30.8,20.6,104.9,2.98,2135.72,105091.98
Cotton,Rajasthan,Rabi,Sandy,Dry,39.85,244.7,30.2,78.0,96.6,4.52,1434.16,57152.83
Jowar,Rajasthan,Rabi,Silty,Cloudy,45.67,1748.4,31.4,48.1,110.7,3.57,1664.41,76010.93
Soybean,MP,Winter,Chalky,Sunny,32.56,1299.1,39.4,53.8,301.4,0.11,1787.21,58184.4
Sugarcane,Gujarat,Rabi,Silty,Humid,23.66,682.1,42.8,24.0,439.4,2.61,74915.68,1772332.78
Bajra,Rajasthan,Rabi,Silty,Dry,42.35,468.5,16.1,65.6,203.8,1.71,1741.47,73743.34
Sugarcane,Haryana,Rabi,Chalky,Sunny,2.39,2218.1,23.9,94.8,479.4,4.71,166229.54,396555.39
Jowar,MP,Kharif,Sandy,Humid,30.74,293.9,44.1,88.9,221.3,2.63,1466.35,45078.67
Wheat,Gujarat,Rabi,Silty,Humid,47.57,1685.8,35.3,27.7,263.4,4.45,4352.04,207046.43
Maize,Punjab,Kharif,Peaty,Cloudy,33.16,1495.7,17.1,64.7,56.1,1.69,2915.41,96667.18
Jowar,AP,Kharif,Peaty,Humid,2.49,2321.0,20.9,86.3,230.4,4.18,2555.05,6366.94
Cotton,Karnataka,Kharif,Clay,Humid,41.04,2241.2,31.5,91.0,52.5,0.76,2005.65,82303.59
Jowar,UP,Summer,Peaty,Cloudy,49.64,1894.5,15.5,57.2,326.6,3.48,2016.87,100118.55
Cotton,MP,Winter,Sandy,Humid,1.1,964.4,26.8,54.8,185.8,3.37,1875.08,2061.84
Jowar,Punjab,Zaid,Peaty,Humid,1.76,2461.3,43.8,62.3,496.9,3.88,3021.27,5314.11
Soybean,Karnataka,Rabi,Peaty,Rainy,49.69,1328.1,40.1,81.0,82.1,0.53,1505.29,74802.51
Wheat,Punjab,Kharif,Clay,Sunny,5.57,848.8,17.6,92.8,227.8,4.52,4644.97,25883.04
Bajra,Gujarat,Rabi,Peaty,Humid,43.91,271.6,44.2,70.4,238.8,0.79,1427.68,62684.4
Soybean,Rajasthan,Winter,Chalky,Dry,40.37,524.5,38.1,88.5,85.3,4.14,2100.86,84819.34
Barley,Punjab,Rabi,Peaty,Dry,30.34,1689.0,30.7,59.1,216.4,0.7,2736.79,83025.46
Sugarcane,MP,Rabi,Silty,Humid,4.14,640.7,31.5,91.0,83.6,0.31,57421.82,237649.37
Sugarcane,Gujarat,Zaid,Silty,Rainy,38.3,1834.0,19.8,56.0,266.7,1.59,94868.5,3633170.15
Groundnut,Maharashtra,Kharif,Loamy,Dry,42.28,700.0,15.4,40.1,136.0,2.59,1959.36,82845.66
Sugarcane,Bihar,Kharif,Peaty,Sunny,0.55,2444.8,25.8,45.5,115.3,4.31,110462.57,60507.6
Groundnut,Gujarat,Winter,Sandy,Humid,48.03,1470.0,40.4,44.0,247.1,2.41,2327.62,111784.57
Cotton,Karnataka,Rabi,Silty,Sunny,32.0,1009.2,24.5,65.9,109.8,1.34,1765.39,56498.66
Jowar,Bihar,Kharif,Chalky,Cloudy,39.67,902.5,42.7,44.7,82.6,4.97,1187.61,47110.94
Groundnut,Haryana,Winter,Silty,Dry,10.13,660.1,29.1,88.4,54.5,3.93,2382.28,24125.07
Cotton,Gujarat,Summer,Sandy,Dry,23.16,1640.6,43.9,53.9,302.3,2.96,1764.0,40861.21
Bajra,MP,Winter,Loamy,Sunny,1.16,2497.6,32.4,33.6,177.6,3.13,2427.34,2816.29
